userId,username,role,csvExists,dbExists,identityMatch,roleMatch,statusMatch,departmentMatch,academicMatch,overallStatus
CSE-FAC-007,csefac007,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-008,csefac008,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-009,csefac009,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-010,csefac010,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-011,csefac011,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-012,csefac012,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-013,csefac013,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-014,csefac014,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-015,csefac015,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-016,csefac016,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-017,csefac017,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-018,csefac018,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-019,csefac019,FACULTY,true,true,true,true,true,true,true,PASS
CSE-FAC-020,csefac020,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-001,eeefac001,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-002,eeefac002,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-003,eeefac003,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-004,eeefac004,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-005,eeefac005,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-006,eeefac006,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-007,eeefac007,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-008,eeefac008,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-009,eeefac009,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-010,eeefac010,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-011,eeefac011,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-012,eeefac012,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-013,eeefac013,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-014,eeefac014,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-015,eeefac015,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-016,eeefac016,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-017,eeefac017,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-018,eeefac018,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-019,eeefac019,FACULTY,true,true,true,true,true,true,true,PASS
EEE-FAC-020,eeefac020,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-001,ecefac001,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-002,ecefac002,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-003,ecefac003,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-004,ecefac004,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-005,ecefac005,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-006,ecefac006,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-007,ecefac007,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-008,ecefac008,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-009,ecefac009,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-010,ecefac010,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-011,ecefac011,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-012,ecefac012,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-013,ecefac013,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-014,ecefac014,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-015,ecefac015,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-016,ecefac016,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-017,ecefac017,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-018,ecefac018,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-019,ecefac019,FACULTY,true,true,true,true,true,true,true,PASS
ECE-FAC-020,ecefac020,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-001,mechfac001,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-002,mechfac002,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-003,mechfac003,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-004,mechfac004,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-005,mechfac005,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-006,mechfac006,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-007,mechfac007,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-008,mechfac008,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-009,mechfac009,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-010,mechfac010,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-011,mechfac011,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-012,mechfac012,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-013,mechfac013,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-014,mechfac014,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-015,mechfac015,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-016,mechfac016,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-017,mechfac017,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-018,mechfac018,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-019,mechfac019,FACULTY,true,true,true,true,true,true,true,PASS
MECH-FAC-020,mechfac020,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-001,agrifac001,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-002,agrifac002,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-003,agrifac003,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-004,agrifac004,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-005,agrifac005,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-006,agrifac006,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-007,agrifac007,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-008,agrifac008,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-009,agrifac009,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-010,agrifac010,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-011,agrifac011,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-012,agrifac012,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-013,agrifac013,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-014,agrifac014,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-015,agrifac015,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-016,agrifac016,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-017,agrifac017,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-018,agrifac018,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-019,agrifac019,FACULTY,true,true,true,true,true,true,true,PASS
AGRI-FAC-020,agrifac020,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-001,aidsfac001,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-002,aidsfac002,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-003,aidsfac003,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-004,aidsfac004,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-005,aidsfac005,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-006,aidsfac006,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-007,aidsfac007,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-008,aidsfac008,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-009,aidsfac009,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-010,aidsfac010,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-011,aidsfac011,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-012,aidsfac012,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-013,aidsfac013,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-014,aidsfac014,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-015,aidsfac015,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-016,aidsfac016,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-017,aidsfac017,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-018,aidsfac018,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-019,aidsfac019,FACULTY,true,true,true,true,true,true,true,PASS
AIDS-FAC-020,aidsfac020,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-001,btfac001,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-002,btfac002,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-003,btfac003,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-004,btfac004,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-005,btfac005,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-006,btfac006,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-007,btfac007,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-008,btfac008,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-009,btfac009,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-010,btfac010,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-011,btfac011,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-012,btfac012,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-013,btfac013,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-014,btfac014,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-015,btfac015,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-016,btfac016,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-017,btfac017,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-018,btfac018,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-019,btfac019,FACULTY,true,true,true,true,true,true,true,PASS
BT-FAC-020,btfac020,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-001,itfac001,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-002,itfac002,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-003,itfac003,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-004,itfac004,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-005,itfac005,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-006,itfac006,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-007,itfac007,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-008,itfac008,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-009,itfac009,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-010,itfac010,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-011,itfac011,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-012,itfac012,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-013,itfac013,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-014,itfac014,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-015,itfac015,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-016,itfac016,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-017,itfac017,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-018,itfac018,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-019,itfac019,FACULTY,true,true,true,true,true,true,true,PASS
IT-FAC-020,itfac020,FACULTY,true,true,true,true,true,true,true,PASS
CSE2026A001,cse2026a001,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A002,cse2026a002,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A003,cse2026a003,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A004,cse2026a004,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A005,cse2026a005,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A006,cse2026a006,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A007,cse2026a007,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A008,cse2026a008,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A009,cse2026a009,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A010,cse2026a010,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A011,cse2026a011,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A012,cse2026a012,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A013,cse2026a013,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A014,cse2026a014,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A015,cse2026a015,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A016,cse2026a016,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A017,cse2026a017,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A018,cse2026a018,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A019,cse2026a019,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A020,cse2026a020,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A021,cse2026a021,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A022,cse2026a022,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A023,cse2026a023,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A024,cse2026a024,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A025,cse2026a025,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A026,cse2026a026,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A027,cse2026a027,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A028,cse2026a028,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A029,cse2026a029,STUDENT,true,true,true,true,true,true,true,PASS
CSE2026A030,cse2026a030,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A001,cse2025a001,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A002,cse2025a002,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A003,cse2025a003,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A004,cse2025a004,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A005,cse2025a005,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A006,cse2025a006,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A007,cse2025a007,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A008,cse2025a008,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A009,cse2025a009,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A010,cse2025a010,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A011,cse2025a011,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A012,cse2025a012,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A013,cse2025a013,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A014,cse2025a014,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A015,cse2025a015,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A016,cse2025a016,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A017,cse2025a017,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A018,cse2025a018,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A019,cse2025a019,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A020,cse2025a020,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A021,cse2025a021,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A022,cse2025a022,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A023,cse2025a023,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A024,cse2025a024,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A025,cse2025a025,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A026,cse2025a026,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A027,cse2025a027,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A028,cse2025a028,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A029,cse2025a029,STUDENT,true,true,true,true,true,true,true,PASS
CSE2025A030,cse2025a030,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A001,cse2024a001,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A002,cse2024a002,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A003,cse2024a003,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A004,cse2024a004,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A005,cse2024a005,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A006,cse2024a006,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A007,cse2024a007,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A008,cse2024a008,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A009,cse2024a009,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A010,cse2024a010,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A011,cse2024a011,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A012,cse2024a012,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A013,cse2024a013,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A014,cse2024a014,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A015,cse2024a015,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A016,cse2024a016,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A017,cse2024a017,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A018,cse2024a018,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A019,cse2024a019,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A020,cse2024a020,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A021,cse2024a021,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A022,cse2024a022,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A023,cse2024a023,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A024,cse2024a024,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A025,cse2024a025,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A026,cse2024a026,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A027,cse2024a027,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A028,cse2024a028,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A029,cse2024a029,STUDENT,true,true,true,true,true,true,true,PASS
CSE2024A030,cse2024a030,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A001,cse2023a001,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A002,cse2023a002,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A003,cse2023a003,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A004,cse2023a004,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A005,cse2023a005,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A006,cse2023a006,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A007,cse2023a007,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A008,cse2023a008,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A009,cse2023a009,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A010,cse2023a010,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A011,cse2023a011,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A012,cse2023a012,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A013,cse2023a013,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A014,cse2023a014,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A015,cse2023a015,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A016,cse2023a016,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A017,cse2023a017,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A018,cse2023a018,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A019,cse2023a019,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A020,cse2023a020,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A021,cse2023a021,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A022,cse2023a022,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A023,cse2023a023,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A024,cse2023a024,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A025,cse2023a025,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A026,cse2023a026,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A027,cse2023a027,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A028,cse2023a028,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A029,cse2023a029,STUDENT,true,true,true,true,true,true,true,PASS
CSE2023A030,cse2023a030,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A001,eee2026a001,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A002,eee2026a002,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A003,eee2026a003,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A004,eee2026a004,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A005,eee2026a005,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A006,eee2026a006,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A007,eee2026a007,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A008,eee2026a008,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A009,eee2026a009,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A010,eee2026a010,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A011,eee2026a011,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A012,eee2026a012,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A013,eee2026a013,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A014,eee2026a014,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A015,eee2026a015,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A016,eee2026a016,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A017,eee2026a017,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A018,eee2026a018,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A019,eee2026a019,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A020,eee2026a020,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A021,eee2026a021,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A022,eee2026a022,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A023,eee2026a023,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A024,eee2026a024,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A025,eee2026a025,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A026,eee2026a026,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A027,eee2026a027,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A028,eee2026a028,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A029,eee2026a029,STUDENT,true,true,true,true,true,true,true,PASS
EEE2026A030,eee2026a030,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A001,eee2025a001,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A002,eee2025a002,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A003,eee2025a003,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A004,eee2025a004,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A005,eee2025a005,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A006,eee2025a006,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A007,eee2025a007,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A008,eee2025a008,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A009,eee2025a009,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A010,eee2025a010,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A011,eee2025a011,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A012,eee2025a012,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A013,eee2025a013,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A014,eee2025a014,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A015,eee2025a015,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A016,eee2025a016,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A017,eee2025a017,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A018,eee2025a018,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A019,eee2025a019,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A020,eee2025a020,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A021,eee2025a021,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A022,eee2025a022,STUDENT,true,true,true,true,true,true,true,PASS
EEE2025A023,eee2025a023,STUDENT,true,true,true,true,true,true,true,PASS
